text,label
"Green bean saute (mild) prepared mild and cooling with mint, fennel, or coconut. Light, mildly sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot aftern",Pitta
"Mashed yams with ghee served comforting with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes cold-dry feel, and supports smooth digestion—ideal for cool breez",Vata
"Spiced dal (dry) made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, and lifts sluggish moods—a bright pick‑me‑up for slow mornings., awakens appetite Feels",Kapha
"Soft idli with ghee served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes roughness, sc, and supports smooth digestion—ideal for cool breezes or bu",Vata
"Dry roasted chickpeas made light and lively with ginger, pepper, and lemon. Warming, it cuts heaviness and dampness, and energizing, dry, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Honeydew smoothie prepared mild and soothing-cool with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Mint coriander chutney prepared mild and cooling with mint, fennel, or coconut. Light, mildly sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afterno",Pitta
"Moong dal kadi served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes cold-dry feel, scatter, and supports smooth digestion—ideal for cool breezes or busy",Vata
"Lemon ginger barley water made light and lively with ginger, pepper, and lemon. Warming, non-oily, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornin",Kapha
"Tahini sweet rice served cozy with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, soothes dryness, it grounds restlessness, and supports smooth digestion—ideal for cool breezes or busy, scat",Vata
"Sweet potato curry served cozy with gentle spices and a touch of natural sweetness. Soft, moist, it grounds restlessness, and comforting, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, sca",Vata
"Light paneer salad prepared mild and cooling with mint, fennel, pleasant, or coconut. Light, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot afternoo",Pitta
"Boiled potatoes with mint prepared mild and cooling with mint, perfect for hot afte, or coconut. Light, pleasant, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, fen",Pitta
"Rice vermicelli upma served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes roughness, and supports smooth digestion—ideal for cool breezes or busy, s",Vata
"Coconut rice prepared mild and soothing-cool with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Coconut curry prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons. Keep",Pitta
"Oatmeal with raisins served warm with gentle spices and a touch of natural sweetness. Soft, and supports smooth digestion—ideal for cool breezes or busy, and comforting, it grounds restlessness, soothes dryness, moist, s",Vata
"Oatmeal with raisins served comforting with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, s",Vata
"Dry roasted chickpeas made light and lively with ginger, pepper, it cuts dullness and dampness, dry, and energizing, and lemon. Warming, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. W",Kapha
"Rasam with cumin made unheavy and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts dullness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. Wake",Kapha
"Bitter gourd stir-fry made airy and lively with ginger, pepper, and lemon. Warming, non-oily, and energizing, it cuts dullness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow morning",Kapha
"Kitchari with mung dal served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes roughness, and supports smooth digestion—ideal for cool breezes or busy,",Vata
"Steamed broccoli with pepper made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts dullness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mor",Kapha
"Tahini sweet rice served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scat",Vata
"Turmeric coconut milk (mild) prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot a",Pitta
"Rose petal jam prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner intensity and intensity, settling irritability while staying easy to digest, perfect for hot afternoons",Pitta
"Aloe vera drink prepared mild and refreshing with mint, fennel, or coconut. Light, pleasant, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot afternoo",Pitta
"Spiced carrot mash served warm with gentle spices and a touch of natural sweetness. Soft, moist, it grounds restlessness, and comforting, soothes roughness, and supports smooth digestion—ideal for cool breezes or busy, sca",Vata
"Warm milk with nutmeg served cozy with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy,",Vata
"Apple mint chutney prepared mild and soothing-cool with mint, perfect for hot afternoons., or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest,",Pitta
"Turmeric coconut milk (mild) prepared mild and soothing-cool with mint, it eases inner heat and intensity, or coconut. Light, sweet, and refreshing, fennel, settling irritability while staying easy to digest, perfect for hot a",Pitta
"Roasted squash seeds made airy and lively with ginger, pepper, and lemon. Warming, it cuts heaviness and dampness, and energizing, non-oily, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow morning",Kapha
"Dry roasted chickpeas made unheavy and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Sweet lassi prepared mild and refreshing with mint, fennel, or coconut. Light, pleasant, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Cabbage stir-fry (mild) prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot aftern",Pitta
"Honeydew smoothie prepared mild and cooling with mint, fennel, or coconut. Light, mildly sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Dry roasted chickpeas made light and lively with ginger, pepper, and lemon. Warming, light-dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Mint lemonade prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Soft tofu scramble served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, sca",Vata
"Saffron rice prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Warm pear compote served cozy with gentle spices and a touch of natural sweetness. Soft, moist, scat, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, and comforting",Vata
"Mint lemonade prepared mild and cooling with mint, fennel, or coconut. Light, mildly sweet, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
