text,herb,benefits,label
therapeutic effects of vrihi,vrihi,"Rice is considered nourishing, strength-promoting, and easy to digest, forming the staple of an Ayurvedic diet.",herb_benefits_vrihi
benefits of yavasa,yavasa,"Alhagi camelorum is a cooling, astringent herb used for bleeding disorders and pacifying Pitta.",herb_benefits_yavasa
yavasa for raktastambhana,yavasa,yavasa is beneficial for raktastambhana,herb_benefits_raktastambhana
yavasa for dahashamana,yavasa,yavasa is beneficial for dahashamana,herb_benefits_dahashamana
what is yavasa used for,yavasa,"Alhagi camelorum is a cooling, astringent herb used for bleeding disorders and pacifying Pitta.",herb_benefits_yavasa
how to use yavasa,yavasa,"Alhagi camelorum is a cooling, astringent herb used for bleeding disorders and pacifying Pitta.",herb_benefits_yavasa
yavasa medicinal properties,yavasa,"Alhagi camelorum is a cooling, astringent herb used for bleeding disorders and pacifying Pitta.",herb_benefits_yavasa
yavasa health benefits,yavasa,"Alhagi camelorum is a cooling, astringent herb used for bleeding disorders and pacifying Pitta.",herb_benefits_yavasa
therapeutic effects of yavasa,yavasa,"Alhagi camelorum is a cooling, astringent herb used for bleeding disorders and pacifying Pitta.",herb_benefits_yavasa
benefits of utpala,utpala,"The Blue Lotus (Nymphaea nouchali) is a cooling, calming herb for the heart and mind, used to relieve burning sensations.",herb_benefits_utpala
utpala for hridaya,utpala,utpala is beneficial for hridaya,herb_benefits_hridaya
utpala for dahashamana,utpala,utpala is beneficial for dahashamana,herb_benefits_dahashamana
utpala for rasayan,utpala,utpala is beneficial for rasayan,herb_benefits_rasayan
what is utpala used for,utpala,"The Blue Lotus (Nymphaea nouchali) is a cooling, calming herb for the heart and mind, used to relieve burning sensations.",herb_benefits_utpala
how to use utpala,utpala,"The Blue Lotus (Nymphaea nouchali) is a cooling, calming herb for the heart and mind, used to relieve burning sensations.",herb_benefits_utpala
utpala medicinal properties,utpala,"The Blue Lotus (Nymphaea nouchali) is a cooling, calming herb for the heart and mind, used to relieve burning sensations.",herb_benefits_utpala
utpala health benefits,utpala,"The Blue Lotus (Nymphaea nouchali) is a cooling, calming herb for the heart and mind, used to relieve burning sensations.",herb_benefits_utpala
therapeutic effects of utpala,utpala,"The Blue Lotus (Nymphaea nouchali) is a cooling, calming herb for the heart and mind, used to relieve burning sensations.",herb_benefits_utpala
benefits of shara,shara,"Saccharum munja is a cooling diuretic, used in urinary tract disorders and to quench excessive thirst.",herb_benefits_shara
shara for mutrala,shara,shara is beneficial for mutrala,herb_benefits_mutrala
shara for raktapittahara,shara,shara is beneficial for raktapittahara,herb_benefits_raktapittahara
what is shara used for,shara,"Saccharum munja is a cooling diuretic, used in urinary tract disorders and to quench excessive thirst.",herb_benefits_shara
how to use shara,shara,"Saccharum munja is a cooling diuretic, used in urinary tract disorders and to quench excessive thirst.",herb_benefits_shara
shara medicinal properties,shara,"Saccharum munja is a cooling diuretic, used in urinary tract disorders and to quench excessive thirst.",herb_benefits_shara
shara health benefits,shara,"Saccharum munja is a cooling diuretic, used in urinary tract disorders and to quench excessive thirst.",herb_benefits_shara
therapeutic effects of shara,shara,"Saccharum munja is a cooling diuretic, used in urinary tract disorders and to quench excessive thirst.",herb_benefits_shara
benefits of shankhini,shankhini,"Canscora decussata is a nervine tonic similar to Shankhpushpi, used for improving memory and intellect.",herb_benefits_shankhini
shankhini for medhya,shankhini,shankhini is beneficial for medhya,herb_benefits_medhya
shankhini for virechana,shankhini,shankhini is beneficial for virechana,herb_benefits_virechana
what is shankhini used for,shankhini,"Canscora decussata is a nervine tonic similar to Shankhpushpi, used for improving memory and intellect.",herb_benefits_shankhini
how to use shankhini,shankhini,"Canscora decussata is a nervine tonic similar to Shankhpushpi, used for improving memory and intellect.",herb_benefits_shankhini
shankhini medicinal properties,shankhini,"Canscora decussata is a nervine tonic similar to Shankhpushpi, used for improving memory and intellect.",herb_benefits_shankhini
shankhini health benefits,shankhini,"Canscora decussata is a nervine tonic similar to Shankhpushpi, used for improving memory and intellect.",herb_benefits_shankhini
therapeutic effects of shankhini,shankhini,"Canscora decussata is a nervine tonic similar to Shankhpushpi, used for improving memory and intellect.",herb_benefits_shankhini
benefits of shana,shana,Crotalaria juncea is used in Ayurveda for its astringent properties to manage bleeding disorders.,herb_benefits_shana
shana for raktastambhana,shana,shana is beneficial for raktastambhana,herb_benefits_raktastambhana
what is shana used for,shana,Crotalaria juncea is used in Ayurveda for its astringent properties to manage bleeding disorders.,herb_benefits_shana
how to use shana,shana,Crotalaria juncea is used in Ayurveda for its astringent properties to manage bleeding disorders.,herb_benefits_shana
shana medicinal properties,shana,Crotalaria juncea is used in Ayurveda for its astringent properties to manage bleeding disorders.,herb_benefits_shana
shana health benefits,shana,Crotalaria juncea is used in Ayurveda for its astringent properties to manage bleeding disorders.,herb_benefits_shana
therapeutic effects of shana,shana,Crotalaria juncea is used in Ayurveda for its astringent properties to manage bleeding disorders.,herb_benefits_shana
benefits of shaka,shaka,"Teak (Tectona grandis) wood is used for its cooling and astringent properties, helpful in skin and bleeding disorders.",herb_benefits_shaka
shaka for grahi,shaka,shaka is beneficial for grahi,herb_benefits_grahi
shaka for kushtaghna,shaka,shaka is beneficial for kushtaghna,herb_benefits_kushtaghna
what is shaka used for,shaka,"Teak (Tectona grandis) wood is used for its cooling and astringent properties, helpful in skin and bleeding disorders.",herb_benefits_shaka
how to use shaka,shaka,"Teak (Tectona grandis) wood is used for its cooling and astringent properties, helpful in skin and bleeding disorders.",herb_benefits_shaka
shaka medicinal properties,shaka,"Teak (Tectona grandis) wood is used for its cooling and astringent properties, helpful in skin and bleeding disorders.",herb_benefits_shaka
shaka health benefits,shaka,"Teak (Tectona grandis) wood is used for its cooling and astringent properties, helpful in skin and bleeding disorders.",herb_benefits_shaka
therapeutic effects of shaka,shaka,"Teak (Tectona grandis) wood is used for its cooling and astringent properties, helpful in skin and bleeding disorders.",herb_benefits_shaka
benefits of renuka,renuka,"Vitex agnus-castus is renowned for its effect on female hormones, helping to regulate menstruation.",herb_benefits_renuka
renuka for deepana,renuka,renuka is beneficial for deepana,herb_benefits_deepana
renuka for vatahara,renuka,renuka is beneficial for vatahara,herb_benefits_vatahara
what is renuka used for,renuka,"Vitex agnus-castus is renowned for its effect on female hormones, helping to regulate menstruation.",herb_benefits_renuka
how to use renuka,renuka,"Vitex agnus-castus is renowned for its effect on female hormones, helping to regulate menstruation.",herb_benefits_renuka
renuka medicinal properties,renuka,"Vitex agnus-castus is renowned for its effect on female hormones, helping to regulate menstruation.",herb_benefits_renuka
renuka health benefits,renuka,"Vitex agnus-castus is renowned for its effect on female hormones, helping to regulate menstruation.",herb_benefits_renuka
therapeutic effects of renuka,renuka,"Vitex agnus-castus is renowned for its effect on female hormones, helping to regulate menstruation.",herb_benefits_renuka
benefits of prativisha,prativisha,"Aconitum palmatum is a non-toxic variety of Aconite, used as an alternative to Ativisha for fever and digestion.",herb_benefits_prativisha
prativisha for deepana,prativisha,prativisha is beneficial for deepana,herb_benefits_deepana
prativisha for jwaraghna,prativisha,prativisha is beneficial for jwaraghna,herb_benefits_jwaraghna
what is prativisha used for,prativisha,"Aconitum palmatum is a non-toxic variety of Aconite, used as an alternative to Ativisha for fever and digestion.",herb_benefits_prativisha
how to use prativisha,prativisha,"Aconitum palmatum is a non-toxic variety of Aconite, used as an alternative to Ativisha for fever and digestion.",herb_benefits_prativisha
prativisha medicinal properties,prativisha,"Aconitum palmatum is a non-toxic variety of Aconite, used as an alternative to Ativisha for fever and digestion.",herb_benefits_prativisha
prativisha health benefits,prativisha,"Aconitum palmatum is a non-toxic variety of Aconite, used as an alternative to Ativisha for fever and digestion.",herb_benefits_prativisha
therapeutic effects of prativisha,prativisha,"Aconitum palmatum is a non-toxic variety of Aconite, used as an alternative to Ativisha for fever and digestion.",herb_benefits_prativisha
benefits of prapunnada,prapunnada,"Cassia tora (Chakramarda) is a potent herb for treating skin diseases, especially fungal infections like ringworm.",herb_benefits_prapunnada
prapunnada for kushtaghna,prapunnada,prapunnada is beneficial for kushtaghna,herb_benefits_kushtaghna
prapunnada for krimighna,prapunnada,prapunnada is beneficial for krimighna,herb_benefits_krimighna
what is prapunnada used for,prapunnada,"Cassia tora (Chakramarda) is a potent herb for treating skin diseases, especially fungal infections like ringworm.",herb_benefits_prapunnada
how to use prapunnada,prapunnada,"Cassia tora (Chakramarda) is a potent herb for treating skin diseases, especially fungal infections like ringworm.",herb_benefits_prapunnada
prapunnada medicinal properties,prapunnada,"Cassia tora (Chakramarda) is a potent herb for treating skin diseases, especially fungal infections like ringworm.",herb_benefits_prapunnada
prapunnada health benefits,prapunnada,"Cassia tora (Chakramarda) is a potent herb for treating skin diseases, especially fungal infections like ringworm.",herb_benefits_prapunnada
therapeutic effects of prapunnada,prapunnada,"Cassia tora (Chakramarda) is a potent herb for treating skin diseases, especially fungal infections like ringworm.",herb_benefits_prapunnada
benefits of nadi hingu,nadi hingu,"Gardenia gummifera resin is used as an antispasmodic and for digestive complaints, similar to Hingu.",herb_benefits_nadi_hingu
nadi hingu for shoolaghna,nadi hingu,nadi hingu is beneficial for shoolaghna,herb_benefits_shoolaghna
nadi hingu for deepana,nadi hingu,nadi hingu is beneficial for deepana,herb_benefits_deepana
what is nadi hingu used for,nadi hingu,"Gardenia gummifera resin is used as an antispasmodic and for digestive complaints, similar to Hingu.",herb_benefits_nadi_hingu
how to use nadi hingu,nadi hingu,"Gardenia gummifera resin is used as an antispasmodic and for digestive complaints, similar to Hingu.",herb_benefits_nadi_hingu
nadi hingu medicinal properties,nadi hingu,"Gardenia gummifera resin is used as an antispasmodic and for digestive complaints, similar to Hingu.",herb_benefits_nadi_hingu
nadi hingu health benefits,nadi hingu,"Gardenia gummifera resin is used as an antispasmodic and for digestive complaints, similar to Hingu.",herb_benefits_nadi_hingu
therapeutic effects of nadi hingu,nadi hingu,"Gardenia gummifera resin is used as an antispasmodic and for digestive complaints, similar to Hingu.",herb_benefits_nadi_hingu
benefits of lata kasturi,lata kasturi,Abelmoschus moschatus seeds are an aphrodisiac and are used as a tonic for the urinary system.,herb_benefits_lata_kasturi
lata kasturi for vrishya,lata kasturi,lata kasturi is beneficial for vrishya,herb_benefits_vrishya
lata kasturi for mutrala,lata kasturi,lata kasturi is beneficial for mutrala,herb_benefits_mutrala
what is lata kasturi used for,lata kasturi,Abelmoschus moschatus seeds are an aphrodisiac and are used as a tonic for the urinary system.,herb_benefits_lata_kasturi
how to use lata kasturi,lata kasturi,Abelmoschus moschatus seeds are an aphrodisiac and are used as a tonic for the urinary system.,herb_benefits_lata_kasturi
lata kasturi medicinal properties,lata kasturi,Abelmoschus moschatus seeds are an aphrodisiac and are used as a tonic for the urinary system.,herb_benefits_lata_kasturi
lata kasturi health benefits,lata kasturi,Abelmoschus moschatus seeds are an aphrodisiac and are used as a tonic for the urinary system.,herb_benefits_lata_kasturi
