text,label,confidence,herb,symptom,topic
ushira nutritional benefits,herb_benefits,1.0,ushira,,
learning ama,general_info,1.0,,,ama
health benefits of dadimashtaka churna,herb_benefits,1.0,dadimashtaka churna,,
cure for acne,disease_prediction,1.0,,acne,
permanent cure for gastritis,disease_prediction,1.0,,gastritis,
natural benefits of khadiradi vati,herb_benefits,1.0,khadiradi vati,,
uses of vamsha,herb_benefits,1.0,vamsha,,
introduction to agni,general_info,1.0,,,agni
can you explain temperament,general_info,1.0,,,temperament
healthy lifestyle understanding,general_info,1.0,,,healthy lifestyle
intermittent vomiting,disease_prediction,1.0,,vomiting,
prana fundamentals,general_info,1.0,,,prana
science behind agni,general_info,1.0,,,agni
preventing bloating,disease_prediction,1.0,,bloating,
quick relief from chest pain,disease_prediction,1.0,,chest pain,
traditional uses of nimba beeja,herb_benefits,1.0,nimba beeja,,
preventing vomiting,disease_prediction,1.0,,vomiting,
severe inflammation,disease_prediction,1.0,,inflammation,
medicinal effects of kataka,herb_benefits,1.0,kataka,,
history of prana,general_info,1.0,,,prana
abhyanga theory,general_info,1.0,,,abhyanga
recovering from allergies,disease_prediction,1.0,,allergies,
arjunarishta in traditional medicine,herb_benefits,1.0,arjunarishta,,
permanent cure for sleep apnea,disease_prediction,1.0,,sleep apnea,
ancient uses of hajrul yahood bhasma,herb_benefits,1.0,hajrul yahood bhasma,,
understand prabhava,general_info,1.0,,,prabhava
therapeutic effects of shalparni,herb_benefits,1.0,shalparni,,
ushiradi churna for wellness,herb_benefits,1.0,ushiradi churna,,
fundamentals of circulation,general_info,1.0,,,circulation
persistent runny nose,disease_prediction,1.0,,runny nose,
natural treatment for cuts,disease_prediction,1.0,,cuts,
what is wellness,general_info,1.0,,,wellness
herbal properties of dashamularishta,herb_benefits,1.0,dashamularishta,,
severe runny nose,disease_prediction,1.0,,runny nose,
what can rudraksha treat,herb_benefits,1.0,rudraksha,,
gairika in traditional medicine,herb_benefits,1.0,gairika,,
therapeutic value of shukti bhasma,herb_benefits,1.0,shukti bhasma,,
managing depression,disease_prediction,1.0,,depression,
pippali moola therapeutic benefits,herb_benefits,1.0,pippali moola,,
shirodhara theory,general_info,1.0,,,shirodhara
benefits of dhatus,general_info,1.0,,,dhatus
rasa methodology,general_info,1.0,,,rasa
therapeutic value of samudra phena,herb_benefits,1.0,samudra phena,,
discovering circulation,general_info,1.0,,,circulation
malas methodology,general_info,1.0,,,malas
importance of harmony,general_info,1.0,,,harmony
recovering from sleep disorders,disease_prediction,1.0,,sleep disorders,
best medicine for tingling,disease_prediction,1.0,,tingling,
diagnosis of depression,disease_prediction,1.0,,depression,
dealing with heartburn,disease_prediction,1.0,,heartburn,
vomiting treatment,disease_prediction,1.0,,vomiting,
home remedy for allergies,disease_prediction,1.0,,allergies,
information about ardraka,herb_benefits,1.0,ardraka,,
traditional cure for chest pain,disease_prediction,1.0,,chest pain,
medicine for night sweats,disease_prediction,1.0,,night sweats,
alleviating night sweats,disease_prediction,1.0,,night sweats,
fundamentals of vata,general_info,1.0,,,vata
how to treat night sweats,disease_prediction,1.0,,night sweats,
what can vasa avaleha treat,herb_benefits,1.0,vasa avaleha,,
panchamahabhutas basics,general_info,1.0,,,panchamahabhutas
help with stomach ache,disease_prediction,1.0,,stomach ache,
pattanga health effects,herb_benefits,1.0,pattanga,,
healing power of karmaranga,herb_benefits,1.0,karmaranga,,
dealing with nausea,disease_prediction,1.0,,nausea,
safe treatment for hair loss,disease_prediction,1.0,,hair loss,
help with sprains,disease_prediction,1.0,,sprains,
what makes kushmanda avaleha beneficial,herb_benefits,1.0,kushmanda avaleha,,
persistent runny nose,disease_prediction,1.0,,runny nose,
sudden psoriasis,disease_prediction,1.0,,psoriasis,
introduction to yoga,general_info,1.0,,,yoga
fundamentals of prabhava,general_info,1.0,,,prabhava
uses of vamsha,herb_benefits,1.0,vamsha,,
tintidika health effects,herb_benefits,1.0,tintidika,,
importance of constitution,general_info,1.0,,,constitution
energy science,general_info,1.0,,,energy
exploring ojas,general_info,1.0,,,ojas
how does nimba patra help,herb_benefits,1.0,nimba patra,,
kembuka remedy uses,herb_benefits,1.0,kembuka,,
intermittent wounds,disease_prediction,1.0,,wounds,
remedy for mood swings,disease_prediction,1.0,,mood swings,
abhyanga principles,general_info,1.0,,,abhyanga
having chronic fatigue,disease_prediction,1.0,,chronic fatigue,
healing power of fennel,herb_benefits,1.0,fennel,,
origin of wellness,general_info,1.0,,,wellness
sudden menstrual cramps,disease_prediction,1.0,,menstrual cramps,
panchakarma viewpoint,general_info,1.0,,,panchakarma
severe sneezing,disease_prediction,1.0,,sneezing,
chronic wounds,disease_prediction,1.0,,wounds,
medicinal value of kanmad bhasma,herb_benefits,1.0,kanmad bhasma,,
examining ama,general_info,1.0,,,ama
preventing bloating,disease_prediction,1.0,,bloating,
kumud healing properties,herb_benefits,1.0,kumud,,
lasunadi vati for health,herb_benefits,1.0,lasunadi vati,,
how to treat sleep disorders,disease_prediction,1.0,,sleep disorders,
how does balance work,general_info,1.0,,,balance
exploring virechana,general_info,1.0,,,virechana
understanding cleansing,general_info,1.0,,,cleansing
explain prana,general_info,1.0,,,prana
detoxification viewpoint,general_info,1.0,,,detoxification
significance of meditation,general_info,1.0,,,meditation
medicinal applications of kanchanara guggulu,herb_benefits,1.0,kanchanara guggulu,,
how does kshirabala thailam help,herb_benefits,1.0,kshirabala thailam,,
permanent cures for sinusitis,disease_prediction,1.0,,sinusitis,
information about saptadhatu,general_info,1.0,,,saptadhatu
information about herbal medicine,general_info,1.0,,,herbal medicine
agni practice,general_info,1.0,,,agni
medicine for vertigo,disease_prediction,1.0,,vertigo,
medicinal value of shatavari,herb_benefits,1.0,shatavari,,
persistent migraine,disease_prediction,1.0,,migraine,
benefits and applications of shyonaka,herb_benefits,1.0,shyonaka,,
traditional cure for eczema,disease_prediction,1.0,,eczema,
recovering from fatigue,disease_prediction,1.0,,fatigue,
science behind vikriti,general_info,1.0,,,vikriti
reducing psoriasis,disease_prediction,1.0,,psoriasis,
having mood swings,disease_prediction,1.0,,mood swings,
rasa knowledge,general_info,1.0,,,rasa
mahalakshmi vilas rasa for holistic health,herb_benefits,1.0,mahalakshmi vilas rasa,,
researching saptadhatu,general_info,1.0,,,saptadhatu
traditional uses of kaharuba pishti,herb_benefits,1.0,kaharuba pishti,,
information about nasya,general_info,1.0,,,nasya
dealing with concentration issues,disease_prediction,1.0,,concentration issues,
natural advantages of kasamarda,herb_benefits,1.0,kasamarda,,
recurring sprains,disease_prediction,1.0,,sprains,
information about ardraka,herb_benefits,1.0,ardraka,,
herbal properties of kamala kesara,herb_benefits,1.0,kamala kesara,,
inflammation treatment,disease_prediction,1.0,,inflammation,
traditional uses of putikaranja,herb_benefits,1.0,putikaranja,,
researching body type,general_info,1.0,,,body type
healing strains,disease_prediction,1.0,,strains,
how to use varahikanda,herb_benefits,1.0,varahikanda,,
exploring agni,general_info,1.0,,,agni
guide to healthy lifestyle,general_info,1.0,,,healthy lifestyle
eladi vati natural medicine,herb_benefits,1.0,eladi vati,,
basti wisdom,general_info,1.0,,,basti
reducing hypertension,disease_prediction,1.0,,hypertension,
treatment for sprains,disease_prediction,1.0,,sprains,
detoxification wisdom,general_info,1.0,,,detoxification
learning immunity,general_info,1.0,,,immunity
investigating panchakarma,general_info,1.0,,,panchakarma
vaikranta bhasma for health improvement,herb_benefits,1.0,vaikranta bhasma,,
herbal medicine concepts,general_info,1.0,,,herbal medicine
I'm experiencing ear pain,disease_prediction,1.0,,ear pain,
akika pishti natural medicine,herb_benefits,1.0,akika pishti,,
vikriti concepts,general_info,1.0,,,vikriti
fundamentals of rasa,general_info,1.0,,,rasa
persistent fatigue,disease_prediction,1.0,,fatigue,
cure for night sweats,disease_prediction,1.0,,night sweats,
traditional cure for hearing problems,disease_prediction,1.0,,hearing problems,
chakshushya in herbal medicine,herb_benefits,1.0,chakshushya,,
advantages of arogyavardhini vati,herb_benefits,1.0,arogyavardhini vati,,
harmony perspective,general_info,1.0,,,harmony
what's wellness,general_info,1.0,,,wellness
dhatus knowledge,general_info,1.0,,,dhatus
uses of priyangu,herb_benefits,1.0,priyangu,,
non-toxic remedy for stomach ache,disease_prediction,1.0,,stomach ache,
karpasasthyadi thailam benefits,herb_benefits,1.0,karpasasthyadi thailam,,
ayurvedic benefits of saptaparna,herb_benefits,1.0,saptaparna,,
medicinal effects of kataka,herb_benefits,1.0,kataka,,
diagnosis of menstrual cramps,disease_prediction,1.0,,menstrual cramps,
ginger for wellness,herb_benefits,1.0,ginger,,
discovering vata,general_info,1.0,,,vata
what are the principles of dosha,general_info,1.0,,,dosha
ayurvedic treatment for arthritis,disease_prediction,1.0,,arthritis,
controlling itching,disease_prediction,1.0,,itching,
how to treat heartburn,disease_prediction,1.0,,heartburn,
arjunarishta remedy uses,herb_benefits,1.0,arjunarishta,,
tridosha basics,general_info,1.0,,,tridosha
traditional uses of tinospora,herb_benefits,1.0,tinospora,,
dealing with allergies,disease_prediction,1.0,,allergies,
kokilaksha remedy uses,herb_benefits,1.0,kokilaksha,,
ayurvedic treatments for insomnia,disease_prediction,1.0,,insomnia,
bhurja for wellness,herb_benefits,1.0,bhurja,,
ambasthaki properties,herb_benefits,1.0,ambasthaki,,
principles of pitta,general_info,1.0,,,pitta
define kapha,general_info,1.0,,,kapha
alleviating chronic fatigue,disease_prediction,1.0,,chronic fatigue,
therapeutic effects of gangadhara churna,herb_benefits,1.0,gangadhara churna,,
effective treatments for night sweats,disease_prediction,1.0,,night sweats,
exploring vata,general_info,1.0,,,vata
learn about virya,general_info,1.0,,,virya
medicinal effects of sphatika bhasma,herb_benefits,1.0,sphatika bhasma,,
researching basti,general_info,1.0,,,basti
vata viewpoint,general_info,1.0,,,vata
punarnava natural medicine,herb_benefits,1.0,punarnava,,
origin of metabolism,general_info,1.0,,,metabolism
diagnosis of asthma,disease_prediction,1.0,,asthma,
preventing low energy,disease_prediction,1.0,,low energy,
principles of pitta,general_info,1.0,,,pitta
natural benefits of raupya bhasma,herb_benefits,1.0,raupya bhasma,,
medicine for vomiting,disease_prediction,1.0,,vomiting,
what is energy,general_info,1.0,,,energy
kushmanda khanda medicinal uses,herb_benefits,1.0,kushmanda khanda,,
recurring burns,disease_prediction,1.0,,burns,
talisadi churna in traditional medicine,herb_benefits,1.0,talisadi churna,,
mild chronic fatigue,disease_prediction,1.0,,chronic fatigue,
sudden numbness,disease_prediction,1.0,,numbness,
virya viewpoint,general_info,1.0,,,virya
severe burning sensation,disease_prediction,1.0,,burning sensation,
controlling memory problems,disease_prediction,1.0,,memory problems,
help with low energy,disease_prediction,1.0,,low energy,
what are the benefits of dhanyamla,herb_benefits,1.0,dhanyamla,,
tell me about srotas,general_info,1.0,,,srotas
therapeutic value of kachura,herb_benefits,1.0,kachura,,
understand prana,general_info,1.0,,,prana
diagnosis of hair loss,disease_prediction,1.0,,hair loss,
dhamasa in herbal medicine,herb_benefits,1.0,dhamasa,,
examining panchamahabhutas,general_info,1.0,,,panchamahabhutas
virya viewpoint,general_info,1.0,,,virya
persistent inflammation,disease_prediction,1.0,,inflammation,
gomeda bhasma effects,herb_benefits,1.0,gomeda bhasma,,
mild abdominal pain,disease_prediction,1.0,,abdominal pain,
chakshushya in herbal medicine,herb_benefits,1.0,chakshushya,,
alleviating irregular periods,disease_prediction,1.0,,irregular periods,
gorakhmundi natural medicine,herb_benefits,1.0,gorakhmundi,,
how to use neem,herb_benefits,1.0,neem,,
preventing sinusitis,disease_prediction,1.0,,sinusitis,
properties of kusumbha taila,herb_benefits,1.0,kusumbha taila,,
I'm experiencing bloating,disease_prediction,1.0,,bloating,
chana for wellness,herb_benefits,1.0,chana,,
overview of tejas,general_info,1.0,,,tejas
diagnosis of vomiting,disease_prediction,1.0,,vomiting,
lata kasturi properties,herb_benefits,1.0,lata kasturi,,
mahasudarshan churna for health,herb_benefits,1.0,mahasudarshan churna,,
krimi kuthar rasa for health,herb_benefits,1.0,krimi kuthar rasa,,
properties of kankataka,herb_benefits,1.0,kankataka,,
detoxification basics,general_info,1.0,,,detoxification
examining dhatus,general_info,1.0,,,dhatus
what are the benefits of draksharishta,herb_benefits,1.0,draksharishta,,
I feel hot flashes,disease_prediction,1.0,,hot flashes,
best medicine for tingling,disease_prediction,1.0,,tingling,
alternative medicine for numbness,disease_prediction,1.0,,numbness,
origin of kapha,general_info,1.0,,,kapha
how to use nirgundi,herb_benefits,1.0,nirgundi,,
fundamentals of metabolism,general_info,1.0,,,metabolism
introduction to wellness,general_info,1.0,,,wellness
how does vanapsa help,herb_benefits,1.0,vanapsa,,
medicinal effects of varunadi kashayam,herb_benefits,1.0,varunadi kashayam,,
fundamentals of alternative medicine,general_info,1.0,,,alternative medicine
I have itching,disease_prediction,1.0,,itching,
tanduliyaka healing properties,herb_benefits,1.0,tanduliyaka,,
runny nose symptoms,disease_prediction,1.0,,runny nose,
parpatakarishta in herbal medicine,herb_benefits,1.0,parpatakarishta,,
nasya philosophy,general_info,1.0,,,nasya
virya philosophy,general_info,1.0,,,virya
recovering from sleep disorders,disease_prediction,1.0,,sleep disorders,
sleep apnea symptoms,disease_prediction,1.0,,sleep apnea,
properties of dhatupaushtik churna,herb_benefits,1.0,dhatupaushtik churna,,
constant blurred vision,disease_prediction,1.0,,blurred vision,
dhatus approach,general_info,1.0,,,dhatus
madayantika for holistic health,herb_benefits,1.0,madayantika,,
herbal medicine for low energy,disease_prediction,1.0,,low energy,
recurring cramps,disease_prediction,1.0,,cramps,
fundamentals of natural healing,general_info,1.0,,,natural healing
treatment for heartburn,disease_prediction,1.0,,heartburn,
traditional cure for cramps,disease_prediction,1.0,,cramps,
alleviating night sweats,disease_prediction,1.0,,night sweats,
science behind alternative medicine,general_info,1.0,,,alternative medicine
body type art,general_info,1.0,,,body type
learn about body type,general_info,1.0,,,body type
diagnosis of inflammation,disease_prediction,1.0,,inflammation,
I'm experiencing morning sickness,disease_prediction,1.0,,morning sickness,
herbal medicine for chronic fatigue,disease_prediction,1.0,,chronic fatigue,
what makes swarnapatri beneficial,herb_benefits,1.0,swarnapatri,,
controlling tinnitus,disease_prediction,1.0,,tinnitus,
tell me about basti,general_info,1.0,,,basti
history of temperament,general_info,1.0,,,temperament
severe vertigo,disease_prediction,1.0,,vertigo,
